member_id,member_name,summary_text,generated_at,generator,model,source,prompt_version
4616,Frédéric Erens,"Frédéric Erens zetelt voor Vlaams Belang en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 108.
In het parlementaire werk is deze politicus actief, met 26 schriftelijke en 57 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 87.1% en de commissie-aanwezigheid 82.4%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Mobiliteit, Werk en economie, Begroting en financiën.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4609,Gaby Colebunders,"Gaby Colebunders zetelt voor PVDA en vertegenwoordigt Kieskring Limburg vanuit zetel 59.
In het parlementaire werk is deze politicus actief, met 24 schriftelijke en 55 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 85.9% en de commissie-aanwezigheid 50.0%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Binnenlands bestuur, Migratie en inburgering.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Binnenlands Bestuur en Inburgering en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4741,Gianna Werbrouck,"Gianna Werbrouck zetelt voor Vooruit en vertegenwoordigt Kieskring West-Vlaanderen vanuit zetel 23.
In het parlementaire werk is deze politicus zeer actief, met 107 schriftelijke en 94 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 98.2% en de commissie-aanwezigheid 92.5%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Onderwijs, Landbouw en dierenwelzijn, Wonen en energie.
Commissiewerk loopt onder meer via Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn, Commissie voor Mobiliteit en Openbare Werken en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4613,Gijs Degrande,"Gijs Degrande zetelt voor N-VA en vertegenwoordigt Kieskring West-Vlaanderen vanuit zetel 89.
In het parlementaire werk is deze politicus zeer actief, met 266 schriftelijke en 114 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 97.6% en de commissie-aanwezigheid 69.3%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Wonen en energie, Cultuur, media en sport, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Cultuur, Jeugd, Sport en Media en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4605,Gilles Bultinck,"Gilles Bultinck zetelt voor cd&v en vertegenwoordigt Kieskring Antwerpen vanuit zetel 93.
In het parlementaire werk is deze politicus actief, met 18 schriftelijke en 61 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 98.8% en de commissie-aanwezigheid 75.1%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Cultuur, media en sport, Werk en economie, Landbouw en dierenwelzijn.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4633,Griet Vanryckegem,"Griet Vanryckegem zetelt voor N-VA en vertegenwoordigt Kieskring West-Vlaanderen vanuit zetel 19.
In het parlementaire werk is deze politicus actief, met 38 schriftelijke en 50 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 96.5% en de commissie-aanwezigheid 88.5%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Onderwijs, Cultuur, media en sport, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Onderwijs en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4074,Guy D'haeseleer,"Guy D'haeseleer zetelt voor Vlaams Belang en vertegenwoordigt Kieskring Oost-Vlaanderen vanuit zetel 105.
In het parlementaire werk is deze politicus eerder selectief actief, met 14 schriftelijke en 2 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 47.1% en de commissie-aanwezigheid 2.3%, wat wijst op een profiel dat wisselend aanwezig is.
De meest zichtbare beleidsthema's zijn Migratie en inburgering, Wonen en energie, Binnenlands bestuur.
Commissiewerk loopt onder meer via Commissie voor Binnenlands Bestuur en Inburgering, Deontologische Commissie.
Opvallende extra profielinformatie: consulent ; sociaal inspecteur.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4061,Gwendolyn Rutten,"Gwendolyn Rutten zetelt voor Anders. en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 41.
In het parlementaire werk is deze politicus actief, met 24 schriftelijke en 46 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 82.4% en de commissie-aanwezigheid 42.9%, wat wijst op een profiel dat wisselend aanwezig is.
De meest zichtbare beleidsthema's zijn Cultuur, media en sport, Werk en economie, Onderwijs.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Onderwijs en andere commissies.
Opvallende extra profielinformatie: partijvoorzitter Open VLD.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4397,Hannelore Goeman,"Hannelore Goeman zetelt voor Vooruit en vertegenwoordigt Kieskring Brussel-Hoofdstad vanuit zetel 95.
In het parlementaire werk is deze politicus actief, met 14 schriftelijke en 58 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 90.6% en de commissie-aanwezigheid 66.3%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Onderwijs, Cultuur, media en sport, Landbouw en dierenwelzijn.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn en andere commissies.
Opvallende extra profielinformatie: kabinetsmedewerker ; fractiesecretaris.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4383,Hannes Anaf,"Hannes Anaf zetelt voor Vooruit en vertegenwoordigt Kieskring Antwerpen vanuit zetel 8.
In het parlementaire werk is deze politicus eerder selectief actief, met 10 schriftelijke en 29 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 97.6% en de commissie-aanwezigheid 63.1%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Klimaat en milieu, Zorg en welzijn, Armoede en sociale bescherming.
Commissiewerk loopt onder meer via Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening, Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen.
Opvallende extra profielinformatie: kabinetsmedewerker gedeputeerde Jos Geuens ; stafmedewerker.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4660,Hans Vanhoof,"Hans Vanhoof zetelt voor N-VA en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 115.
In het parlementaire werk is deze politicus zeer actief, met 128 schriftelijke en 42 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 96.2% en de commissie-aanwezigheid 96.2%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Klimaat en milieu, Werk en economie, Begroting en financiën.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4711,Hiba Faraji,"Hiba Faraji zetelt voor Vooruit en vertegenwoordigt Kieskring Antwerpen vanuit zetel 75.
In het parlementaire werk is deze politicus actief, met 40 schriftelijke en 68 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 97.4% en de commissie-aanwezigheid 77.2%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Cultuur, media en sport, Onderwijs.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Cultuur, Jeugd, Sport en Media en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4639,Ilona Vandenberghe,"Ilona Vandenberghe zetelt voor PVDA en vertegenwoordigt Kieskring West-Vlaanderen vanuit zetel 79.
In het parlementaire werk is deze politicus eerder selectief actief, met 22 schriftelijke en 26 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 92.9% en de commissie-aanwezigheid 34.9%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Onderwijs, Cultuur, media en sport, Landbouw en dierenwelzijn.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4403,Ilse Malfroot,"Ilse Malfroot zetelt voor Vlaams Belang en vertegenwoordigt Kieskring Oost-Vlaanderen vanuit zetel 106.
In het parlementaire werk is deze politicus actief, met 66 schriftelijke en 9 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 69.4% en de commissie-aanwezigheid 15.3%, wat wijst op een profiel dat wisselend aanwezig is.
De meest zichtbare beleidsthema's zijn Zorg en welzijn, Werk en economie, Cultuur, media en sport.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Cultuur, Jeugd, Sport en Media en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4432,Immanuel De Reuse,"Immanuel De Reuse zetelt voor Vlaams Belang en vertegenwoordigt Kieskring West-Vlaanderen vanuit zetel 16.
In het parlementaire werk is deze politicus actief, met 65 schriftelijke en 69 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 96.5% en de commissie-aanwezigheid 81.5%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Zorg en welzijn, Werk en economie, Wonen en energie.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Mobiliteit en Openbare Werken en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4648,Ine Tombeur,"Ine Tombeur zetelt voor N-VA en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 88.
In het parlementaire werk is deze politicus zeer actief, met 82 schriftelijke en 77 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 97.6% en de commissie-aanwezigheid 76.6%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Zorg en welzijn, Armoede en sociale bescherming.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn en andere commissies.
Opvallende extra profielinformatie: Zelfstandige Logopediste ; Provinciaal bewegingsverantwoordelijke voor N-VA in de provincie Vlaams-Brabant.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4650,Inge Brocken,"Inge Brocken zetelt voor N-VA en vertegenwoordigt Kieskring Oost-Vlaanderen vanuit zetel 117.
In het parlementaire werk is deze politicus zeer actief, met 168 schriftelijke en 44 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 90.6% en de commissie-aanwezigheid 63.5%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Wonen en energie, Klimaat en milieu.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4400,Jan Laeremans,"Jan Laeremans zetelt voor Vlaams Belang en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 64.
In het parlementaire werk is deze politicus eerder selectief actief, met 20 schriftelijke en 38 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 95.3% en de commissie-aanwezigheid 89.1%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Onderwijs, Cultuur, media en sport, Landbouw en dierenwelzijn.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn en andere commissies.
Opvallende extra profielinformatie: leraar ; universitair medewerker.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4627,Jasper Pillen,"Jasper Pillen zetelt voor Anders. en vertegenwoordigt Kieskring West-Vlaanderen vanuit zetel 99.
In het parlementaire werk is deze politicus zeer actief, met 143 schriftelijke en 132 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 85.9% en de commissie-aanwezigheid 74.3%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Mobiliteit, Werk en economie, Landbouw en dierenwelzijn.
Commissiewerk loopt onder meer via Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking, Commissie voor Mobiliteit en Openbare Werken en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:30+02:00,local-template,pending-provider,snapshot,v1
4426,Jeremie Vaneeckhout,"Jeremie Vaneeckhout zetelt voor Groen en vertegenwoordigt Kieskring West-Vlaanderen vanuit zetel 25.
In het parlementaire werk is deze politicus zeer actief, met 45 schriftelijke en 166 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 95.3% en de commissie-aanwezigheid 86.1%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Zorg en welzijn, Landbouw en dierenwelzijn, Wonen en energie.
Commissiewerk loopt onder meer via Commissie voor Landbouw, Visserij en Plattelandsbeleid, Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen en andere commissies.
Opvallende extra profielinformatie: ondervoorzitter Groen ; co-partijvoorzitter Groen.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4744,Jill Schellens,"Jill Schellens zetelt voor Vooruit en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 96.
In het parlementaire werk is deze politicus eerder selectief actief, met 0 schriftelijke en 6 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 90.0% en de commissie-aanwezigheid 77.1%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Wonen en energie, Begroting en financiën, Landbouw en dierenwelzijn.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Binnenlands Bestuur en Inburgering en andere commissies.
Opvallende extra profielinformatie: Maatschappelijk werker ; Kabinetsmedewerker Frank Vandenbroucke.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
2838,Johan Deckmyn,"Johan Deckmyn zetelt voor Vlaams Belang en vertegenwoordigt Kieskring Oost-Vlaanderen vanuit zetel 46.
In het parlementaire werk is deze politicus actief, met 44 schriftelijke en 34 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 92.9% en de commissie-aanwezigheid 77.9%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Veiligheid en justitie, Cultuur, media en sport.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4411,Jos D'Haese,"Jos D'Haese zetelt voor PVDA en vertegenwoordigt Kieskring Antwerpen vanuit zetel 12.
In het parlementaire werk is deze politicus actief, met 29 schriftelijke en 61 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 100.0% en de commissie-aanwezigheid 45.0%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Wonen en energie, Begroting en financiën, Mobiliteit.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Mobiliteit en Openbare Werken en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4658,Jurgen Callaerts,"Jurgen Callaerts zetelt voor N-VA en vertegenwoordigt Kieskring Antwerpen vanuit zetel 114.
In het parlementaire werk is deze politicus actief, met 54 schriftelijke en 90 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 98.8% en de commissie-aanwezigheid 82.4%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Landbouw en dierenwelzijn, Klimaat en milieu, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Binnenlands Bestuur en Inburgering, Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4102,Karl Vanlouwe,"Karl Vanlouwe zetelt voor N-VA en vertegenwoordigt Kieskring Brussel-Hoofdstad vanuit zetel 49.
In het parlementaire werk is deze politicus zeer actief, met 80 schriftelijke en 72 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 96.5% en de commissie-aanwezigheid 82.0%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Mobiliteit, Cultuur, media en sport.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn en andere commissies.
Opvallende extra profielinformatie: zelfstandig advocaat.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4399,Karolien Grosemans,"Karolien Grosemans zetelt voor N-VA en vertegenwoordigt Kieskring Limburg vanuit zetel 17.
In het parlementaire werk is deze politicus eerder selectief actief, met 32 schriftelijke en 24 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 97.6% en de commissie-aanwezigheid 74.6%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Onderwijs, Werk en economie, Mobiliteit.
Commissiewerk loopt onder meer via Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking, Commissie voor Mobiliteit en Openbare Werken en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4087,Katia Segers,"Katia Segers zetelt voor Vooruit en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 55.
In het parlementaire werk is deze politicus actief, met 17 schriftelijke en 54 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 92.9% en de commissie-aanwezigheid 63.4%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Cultuur, media en sport, Onderwijs, Landbouw en dierenwelzijn.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn en andere commissies.
Opvallende extra profielinformatie: aspirant FWO en assistent communicatiewetenschappen ; professor communicatiewetenschappen.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4618,Katrien Houtmeyers,"Katrien Houtmeyers zetelt voor N-VA en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 33.
In het parlementaire werk is deze politicus actief, met 55 schriftelijke en 30 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 95.3% en de commissie-aanwezigheid 48.0%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Cultuur, media en sport, Landbouw en dierenwelzijn.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Cultuur, Jeugd, Sport en Media en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4059,Katrien Partyka,"Katrien Partyka zetelt voor cd&v en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 38.
In het parlementaire werk is deze politicus actief, met 14 schriftelijke en 62 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 90.6% en de commissie-aanwezigheid 50.0%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Wonen en energie, Cultuur, media en sport, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
3433,Katrien Schryvers,"Katrien Schryvers zetelt voor cd&v en vertegenwoordigt Kieskring Antwerpen vanuit zetel 20.
In het parlementaire werk is deze politicus zeer actief, met 334 schriftelijke en 152 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 95.3% en de commissie-aanwezigheid 89.4%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Zorg en welzijn, Wonen en energie, Mobiliteit.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4641,Kelly Van Tendeloo,"Kelly Van Tendeloo zetelt voor Vooruit en vertegenwoordigt Kieskring Antwerpen vanuit zetel 74.
In het parlementaire werk is deze politicus actief, met 65 schriftelijke en 81 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 89.4% en de commissie-aanwezigheid 74.0%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Wonen en energie, Werk en economie, Zorg en welzijn.
Commissiewerk loopt onder meer via Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking, Commissie voor Wonen, Toerisme, Energie en Klimaat en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4607,Kim Buyst,"Kim Buyst zetelt voor Groen en vertegenwoordigt Kieskring Antwerpen vanuit zetel 78.
In het parlementaire werk is deze politicus zeer actief, met 49 schriftelijke en 142 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 96.5% en de commissie-aanwezigheid 94.2%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Onderwijs, Binnenlands bestuur, Begroting en financiën.
Commissiewerk loopt onder meer via Commissie voor Binnenlands Bestuur en Inburgering, Commissie voor Onderwijs en andere commissies.
Opvallende extra profielinformatie: Leerkracht.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4412,Klaas Slootmans,"Klaas Slootmans zetelt voor Vlaams Belang en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 13.
In het parlementaire werk is deze politicus actief, met 92 schriftelijke en 53 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 90.6% en de commissie-aanwezigheid 33.9%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Binnenlands bestuur, Landbouw en dierenwelzijn, Cultuur, media en sport.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Binnenlands Bestuur en Inburgering en andere commissies.
Opvallende extra profielinformatie: parlementair medewerker ; nationaal woordvoerder.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4070,Koen Daniëls,"Koen Daniëls zetelt voor N-VA en vertegenwoordigt Kieskring Oost-Vlaanderen vanuit zetel 35.
In het parlementaire werk is deze politicus actief, met 29 schriftelijke en 69 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 97.6% en de commissie-aanwezigheid 93.7%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Onderwijs, Zorg en welzijn, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Mobiliteit en Openbare Werken, Commissie voor Onderwijs en andere commissies.
Opvallende extra profielinformatie: stagedoend ambtenaar ; wetenschappelijk medewerker.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4615,Koen Dillen,"Koen Dillen zetelt voor N-VA en vertegenwoordigt Kieskring Antwerpen vanuit zetel 91.
In het parlementaire werk is deze politicus actief, met 66 schriftelijke en 22 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 96.5% en de commissie-aanwezigheid 92.4%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Zorg en welzijn, Werk en economie, Landbouw en dierenwelzijn.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Landbouw, Visserij en Plattelandsbeleid en andere commissies.
Opvallende extra profielinformatie: Huisarts.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
